Mutation Rate,Population Size,Numer of Generations,is_tournament,Tournament Size,Max Fitness Achieved,Valley Wdith,Genome Length
0.001,10,1000,True,4.0,4,3,100
0.001,10,1000,True,4.1,4,3,100
0.001,10,1000,True,4.2,3,3,100
0.001,10,1000,True,4.3,4,3,100
0.001,10,1000,True,4.4,3,3,100
0.001,10,1000,True,4.5,6,3,100
0.001,10,1000,True,4.6,6,3,100
0.001,10,1000,True,4.7,1,3,100
0.001,10,1000,True,4.8,7,3,100
0.001,10,1000,True,4.9,4,3,100
0.001,100,1000,True,1.0,45,3,100
0.001,100,1000,True,2.0,40,3,100
0.001,100,1000,True,3.0,35,3,100
0.001,100,1000,True,4.0,43,3,100
0.001,100,1000,True,5.0,26,3,100
0.001,100,1000,True,6.0,26,3,100
0.001,100,1000,True,7.0,22,3,100
0.001,100,1000,True,8.0,25,3,100
0.001,100,1000,True,9.0,32,3,100
0.001,100,1000,True,10.0,32,3,100
0.001,100,1000,True,11.0,34,3,100
0.001,100,1000,True,12.0,32,3,100
0.001,100,1000,True,13.0,31,3,100
0.001,100,1000,True,14.0,28,3,100
0.001,100,1000,True,15.0,34,3,100
0.001,100,1000,True,16.0,31,3,100
0.001,100,1000,True,17.0,25,3,100
0.001,100,1000,True,18.0,31,3,100
0.001,100,1000,True,19.0,22,3,100
0.001,100,1000,True,20.0,38,3,100
0.001,100,1000,True,21.0,25,3,100
0.001,100,1000,True,22.0,25,3,100
0.001,100,1000,True,23.0,35,3,100
0.001,100,1000,True,24.0,30,3,100
0.001,100,1000,True,25.0,25,3,100
0.001,100,1000,True,26.0,31,3,100
0.001,100,1000,True,27.0,34,3,100
0.001,100,1000,True,28.0,31,3,100
0.001,100,1000,True,29.0,35,3,100
0.001,100,1000,True,30.0,28,3,100
0.001,100,1000,True,31.0,35,3,100
0.001,100,1000,True,32.0,26,3,100
0.001,100,1000,True,33.0,19,3,100
0.001,100,1000,True,34.0,23,3,100
0.001,100,1000,True,35.0,34,3,100
0.001,100,1000,True,36.0,19,3,100
0.001,10,1000,True,1.0,49,3,100
0.001,10,1000,True,2.0,3,3,100
0.001,10,1000,True,3.0,13,3,100
0.001,10,1000,True,4.0,4,3,100
0.001,10,1000,True,5.0,7,3,100
0.001,10,1000,True,6.0,4,3,100
0.001,10,1000,True,7.0,3,3,100
0.001,10,1000,True,8.0,9,3,100
0.001,10,1000,True,9.0,7,3,100
0.001,10,1000,True,10.0,4,3,100
0.001,10,1000,True,1.1,51,3,100
0.001,10,1000,True,1.2,46,3,100
0.001,10,1000,True,1.3,51,3,100
0.001,10,1000,True,1.4,50,3,100
0.001,10,1000,True,1.5,34,3,100
0.001,10,1000,True,1.6,28,3,100
0.001,10,1000,True,1.7,15,3,100
0.001,10,1000,True,1.8,16,3,100
0.001,10,1000,True,1.9,10,3,100
0.001,10,1000,True,2.0,15,3,100
0.001,10,1000,True,2.1,10,3,100
0.001,10,1000,True,2.2,9,3,100
0.001,10,1000,True,2.3,3,3,100
0.001,10,1000,True,2.4,11,3,100
0.001,10,1000,True,2.5,10,3,100
0.001,10,1000,True,2.6,1,3,100
0.001,10,1000,True,2.7,3,3,100
0.001,10,1000,True,2.8,8,3,100
0.001,10,1000,True,2.9,1,3,100
0.001,10,1000,True,3.0,4,3,100
0.001,10,1000,True,3.1,7,3,100
0.001,10,1000,True,3.2,4,3,100
0.001,10,1000,True,3.3,4,3,100
0.001,10,1000,True,3.4,3,3,100
0.001,10,1000,True,3.5,3,3,100
0.001,10,1000,True,3.6,1,3,100
0.001,10,1000,True,3.7,10,3,100
0.001,10,1000,True,3.8,1,3,100
0.001,10,1000,True,3.9,3,3,100
0.001,10,1000,True,4.0,9,3,100
0.001,10,1000,True,4.1,4,3,100
0.001,10,1000,True,4.2,10,3,100
0.001,10,1000,True,4.3,15,3,100
0.001,10,1000,True,4.4,9,3,100
0.001,10,1000,True,4.5,3,3,100
0.001,10,1000,True,4.6,7,3,100
0.001,10,1000,True,4.7,7,3,100
0.001,10,1000,True,4.8,4,3,100
0.001,10,1000,True,4.9,0,3,100
0.001,100,1000,True,1.0,48,3,100
0.001,100,1000,True,2.0,52,3,100
0.001,100,1000,True,3.0,28,3,100
0.001,100,1000,True,4.0,31,3,100
0.001,100,1000,True,5.0,22,3,100
0.001,100,1000,True,6.0,28,3,100
0.01,100,1000,True,5,94,3,100
